Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,DATA_LAST_UPDATE,CUST_BREAKDOWN_LB,Value
2003,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.5
2004,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.7
2005,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,34.0
2006,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,34.1
2007,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,34.2
2008,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,34.2
2009,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,34.1
2010,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.9
2011,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.6
2012,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.3
2013,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,32.9
2014,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,32.7
2015,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,32.4
2016,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,32.2
2017,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,32.0
2018,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,31.8
2019,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,31.7
1994,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,69.2
1999,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,72.5
2006,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,68.5
2009,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,60.2
2011,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,66.2
2014,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,80.0
2015,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,78.1
2019,SH_STA_BRTC,,,,,,,,,,,2023-09-08,,86.0
2000,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,32.8
2001,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,33.1
2002,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,33.6
2003,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.1
2004,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.4
2005,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.8
2006,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,35.0
2007,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.9
2008,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.7
2009,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,34.2
2010,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,33.5
2011,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,32.4
2012,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,31.1
2013,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,29.6
2014,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,28.1
2015,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,26.8
2016,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,25.6
2017,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,24.6
2018,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,23.8
2019,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,23.1
2020,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,22.5
2021,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,22.0
2022,SH_STA_STNT,,Y0T4,,,,,,,,,2023-04-14,,21.6
2005,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,7.2
2009,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,2.4
2010,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,3.2
2014,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,3.2
2015,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,3.3
2019,SH_STA_WAST,,Y0T4,,,,,,,,,2023-04-14,,2.9
2017,SH_XPD_EARN10,,,,,,,,,,,2023-05-14,,11.82
2017,SH_XPD_EARN25,,,,,,,,,,,2023-05-02,,7.03
2020,SI_COV_BENFTS,,,,,,,,,,,2023-03-20,,16.3
2020,SI_COV_CHLD,,,,,,,,,,,2023-03-20,,6.7
2020,SI_COV_DISAB,,,,,,,,,,,2023-03-20,,1.3
2017,SI_COV_LMKT,,,,,,,,,,,2022-03-28,,1.18817
2019,SI_COV_LMKT,,,,,,,,,,,2022-03-28,,1.54027
2017,SI_COV_LMKT,,,,Q1,,,,,,,2022-03-28,,0.0
2019,SI_COV_LMKT,,,,Q1,,,,,,,2022-03-28,,0.0
2000,SI_COV_PENSN,,,,,,,,,,,2023-03-20,,4.0
2018,SI_COV_PENSN,,,,,,,,,,,2023-03-20,,20.8
2020,SI_COV_PENSN,,,,,,,,,,,2023-03-20,,22.0
2007,SI_COV_SOCAST,,,,,,,,,,,2022-03-28,,19.97842
2011,SI_COV_SOCAST,,,,,,,,,,,2022-03-28,,27.72977
2017,SI_COV_SOCAST,,,,,,,,,,,2022-03-28,,11.40076
2019,SI_COV_SOCAST,,,,,,,,,,,2022-03-28,,31.0907
2007,SI_COV_SOCAST,,,,Q1,,,,,,,2022-03-28,,28.4347
2011,SI_COV_SOCAST,,,,Q1,,,,,,,2022-03-28,,37.23238
2017,SI_COV_SOCAST,,,,Q1,,,,,,,2022-03-28,,14.82905
2019,SI_COV_SOCAST,,,,Q1,,,,,,,2022-03-28,,58.95749
2007,SI_COV_SOCINS,,,,,,,,,,,2022-03-28,,1.20928
2011,SI_COV_SOCINS,,,,,,,,,,,2022-03-28,,2.65504
2017,SI_COV_SOCINS,,,,,,,,,,,2022-03-28,,3.40748
2019,SI_COV_SOCINS,,,,,,,,,,,2022-03-28,,4.80745
2007,SI_COV_SOCINS,,,,Q1,,,,,,,2022-03-28,,1.02456
2011,SI_COV_SOCINS,,,,Q1,,,,,,,2022-03-28,,0.44657
2017,SI_COV_SOCINS,,,,Q1,,,,,,,2022-03-28,,0.60987
2019,SI_COV_SOCINS,,,,Q1,,,,,,,2022-03-28,,1.80094
2020,SI_COV_UEMP,,,,,,,,,,,2023-07-01,,0.0
2020,SI_COV_UEMP,F,,,,,,,,,,2023-07-01,,0.0
2020,SI_COV_UEMP,M,,,,,,,,,,2023-07-01,,0.0
2020,SI_COV_VULN,,,,,,,,,,,2023-03-20,,5.8
2006,SI_COV_WKINJRY,,,,,,,,,,,2023-03-20,,24.1
2020,SI_COV_WKINJRY,,,,,,,,,,,2023-03-20,,12.4
2020,SI_COV_WKINJRY,F,,,,,,,,,,2023-03-20,,5.4
2020,SI_COV_WKINJRY,M,,,,,,,,,,2023-03-20,,19.6
2011,SI_POV_50MI,,,,B50,,,,,,,2023-03-27,,16.7
2017,SI_POV_50MI,,,,B50,,,,,,,2023-03-27,,12.7
2019,SI_POV_50MI,,,,B50,,,,,,,2023-03-27,,16.8
2011,SI_POV_DAY1,,,,,,,,,,,2023-03-29,,21.6
2017,SI_POV_DAY1,,,,,,,,,,,2023-03-29,,34.2
2019,SI_POV_DAY1,,,,,,,,,,,2023-03-29,,39.8
2017,SI_POV_DAY1,,,R,,,,,,,,2023-03-29,,47.92728
2019,SI_POV_DAY1,,,R,,,,,,,,2023-03-29,,52.61327
2017,SI_POV_DAY1,,,U,,,,,,,,2023-03-29,,4.78471
2019,SI_POV_DAY1,,,U,,,,,,,,2023-03-29,,10.98269
2017,SI_POV_DAY1,,Y_GE65,,,,,,,,,2023-03-29,,29.6625
2019,SI_POV_DAY1,,Y_GE65,,,,,,,,,2023-03-29,,33.05316
2017,SI_POV_DAY1,,Y0T14,,,,,,,,,2023-03-29,,41.19563
2019,SI_POV_DAY1,,Y0T14,,,,,,,,,2023-03-29,,47.24312
2017,SI_POV_DAY1,,Y15T64,,,,,,,,,2023-03-29,,29.73578
2019,SI_POV_DAY1,,Y15T64,,,,,,,,,2023-03-29,,34.9821
2017,SI_POV_DAY1,F,,,,,,,,,,2023-03-29,,34.27809
2019,SI_POV_DAY1,F,,,,,,,,,,2023-03-29,,39.44854
2017,SI_POV_DAY1,M,,,,,,,,,,2023-03-29,,34.54693
2019,SI_POV_DAY1,M,,,,,,,,,,2023-03-29,,40.08752
2001,SI_POV_NAHC,,,,,,,,,,,2023-03-27,,32.2
2011,SI_POV_NAHC,,,,,,,,,,,2023-03-27,,22.5
2017,SI_POV_NAHC,,,,,,,,,,,2023-03-27,,30.4
2019,SI_POV_NAHC,,,,,,,,,,,2023-03-27,,38.3
2011,SL_ISV_IFEM,,,,,,,,,,,2023-05-13,,85.62
2014,SL_ISV_IFEM,,,,,,,,,,,2023-05-13,,87.35
2019,SL_ISV_IFEM,,,,,,,,,,,2023-05-13,,88.24
2011,SL_ISV_IFEM,,,,,,,,,ISIC4_A,,2023-05-13,,97.6
2014,SL_ISV_IFEM,,,,,,,,,ISIC4_A,,2023-05-13,,97.77
2019,SL_ISV_IFEM,,,,,,,,,ISIC4_A,,2023-05-13,,96.74
2011,SL_ISV_IFEM,,,,,,,,,ISIC4_BTU,,2023-05-13,,62.5
2014,SL_ISV_IFEM,,,,,,,,,ISIC4_BTU,,2023-05-13,,65.98
2019,SL_ISV_IFEM,,,,,,,,,ISIC4_BTU,,2023-05-13,,74.16
2011,SL_ISV_IFEM,F,,,,,,,,,,2023-05-13,,91.45
2014,SL_ISV_IFEM,F,,,,,,,,,,2023-05-13,,91.55
2019,SL_ISV_IFEM,F,,,,,,,,,,2023-05-13,,90.44
2011,SL_ISV_IFEM,F,,,,,,,,ISIC4_A,,2023-05-13,,98.78
2014,SL_ISV_IFEM,F,,,,,,,,ISIC4_A,,2023-05-13,,98.97
2019,SL_ISV_IFEM,F,,,,,,,,ISIC4_A,,2023-05-13,,98.06
2011,SL_ISV_IFEM,F,,,,,,,,ISIC4_BTU,,2023-05-13,,72.91
2014,SL_ISV_IFEM,F,,,,,,,,ISIC4_BTU,,2023-05-13,,72.84
2019,SL_ISV_IFEM,F,,,,,,,,ISIC4_BTU,,2023-05-13,,75.06
2011,SL_ISV_IFEM,M,,,,,,,,,,2023-05-13,,79.74
2014,SL_ISV_IFEM,M,,,,,,,,,,2023-05-13,,83.04
2019,SL_ISV_IFEM,M,,,,,,,,,,2023-05-13,,86.01
2011,SL_ISV_IFEM,M,,,,,,,,ISIC4_A,,2023-05-13,,96.18
2014,SL_ISV_IFEM,M,,,,,,,,ISIC4_A,,2023-05-13,,96.36
2019,SL_ISV_IFEM,M,,,,,,,,ISIC4_A,,2023-05-13,,95.2
2011,SL_ISV_IFEM,M,,,,,,,,ISIC4_BTU,,2023-05-13,,55.06
2014,SL_ISV_IFEM,M,,,,,,,,ISIC4_BTU,,2023-05-13,,60.62
2019,SL_ISV_IFEM,M,,,,,,,,ISIC4_BTU,,2023-05-13,,73.43
2019,SL_ISV_IFEM_19ICLS,,,,,,,,,,,2023-03-17,,79.78
2019,SL_ISV_IFEM_19ICLS,,,,,,,,,ISIC4_A,,2023-03-17,,89.98
2019,SL_ISV_IFEM_19ICLS,,,,,,,,,ISIC4_BTU,,2023-03-17,,74.12
2019,SL_ISV_IFEM_19ICLS,F,,,,,,,,,,2023-03-17,,80.84
2019,SL_ISV_IFEM_19ICLS,F,,,,,,,,ISIC4_A,,2023-03-17,,91.99
2019,SL_ISV_IFEM_19ICLS,F,,,,,,,,ISIC4_BTU,,2023-03-17,,75.05
2019,SL_ISV_IFEM_19ICLS,M,,,,,,,,,,2023-03-17,,78.97
2019,SL_ISV_IFEM_19ICLS,M,,,,,,,,ISIC4_A,,2023-03-17,,88.54
2019,SL_ISV_IFEM_19ICLS,M,,,,,,,,ISIC4_BTU,,2023-03-17,,73.38
2019,SL_TLF_CHLDEA,,Y5T17,,,,,,,,,2023-04-05,,25.6
2019,SL_TLF_CHLDEA,F,Y5T17,,,,,,,,,2023-04-05,,19.0
2019,SL_TLF_CHLDEA,M,Y5T17,,,,,,,,,2023-04-05,,31.8
2019,SL_TLF_CHLDEC,,Y5T17,,,,,,,,,2023-04-05,,27.9
2019,SL_TLF_CHLDEC,F,Y5T17,,,,,,,,,2023-04-05,,22.4
2019,SL_TLF_CHLDEC,M,Y5T17,,,,,,,,,2023-04-05,,33.1
2011,SL_TLF_NEET,,Y15T24,,,,,,,,,2023-03-20,,17.26
2014,SL_TLF_NEET,,Y15T24,,,,,,,,,2023-03-20,,16.56
2019,SL_TLF_NEET,,Y15T24,,,,,,,,,2023-03-20,,29.37
2011,SL_TLF_NEET,F,Y15T24,,,,,,,,,2023-03-20,,22.89
2014,SL_TLF_NEET,F,Y15T24,,,,,,,,,2023-03-20,,21.77
2019,SL_TLF_NEET,F,Y15T24,,,,,,,,,2023-03-20,,36.17
2011,SL_TLF_NEET,M,Y15T24,,,,,,,,,2023-03-20,,11.02
2014,SL_TLF_NEET,M,Y15T24,,,,,,,,,2023-03-20,,11.15
2019,SL_TLF_NEET,M,Y15T24,,,,,,,,,2023-03-20,,22.63
2019,SL_TLF_NEET_19ICLS,,Y15T24,,,,,,,,,2023-03-17,,44.77
2019,SL_TLF_NEET_19ICLS,F,Y15T24,,,,,,,,,2023-03-17,,53.05
2019,SL_TLF_NEET_19ICLS,M,Y15T24,,,,,,,,,2023-03-17,,36.57
2000,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,8.3
2001,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,8.1
2002,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,7.8
2003,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,7.5
2004,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,7.2
2005,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,6.8
2006,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,6.5
2007,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,6.2
2008,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,5.8
2009,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,5.5
2010,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,5.2
2011,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,4.8
2012,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,4.6
2013,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,4.3
2014,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,4.1
2015,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.9
2016,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.7
2017,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.5
2018,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.3
2019,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.1
2020,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,3.0
2021,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,2.8
2022,SN_STA_OVWGT,,Y0T4,,,,,,,,,2023-04-14,,2.7
2000,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,71.86939
2001,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,72.01605
2002,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,71.70607
2003,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,71.21102
2004,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,70.68706
2005,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,70.16311
2006,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,69.63881
2007,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,69.11455
2008,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,68.58997
2009,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,68.06548
2010,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,67.54071
2011,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,67.01607
2012,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,66.49118
2013,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,65.96647
2014,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,65.45411
2015,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,64.95493
2016,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,64.46896
2017,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,63.99663
2018,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,63.53877
2019,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,63.09495
2020,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,62.66646
2021,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,62.2528
2022,SP_ACS_BSRVH2O,,,,,,,,,,,2023-09-12,,62.29425
2000,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,59.8525
2001,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,59.8525
2002,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,59.22371
2003,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,58.59714
2004,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,57.97276
2005,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,57.35059
2006,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,56.73062
2007,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,56.11285
2008,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,55.49729
2009,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,54.88393
2010,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,54.27278
2011,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,53.66383
2012,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,53.05708
2013,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,52.45254
2014,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,51.8502
2015,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,51.25006
2016,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,50.65213
2017,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,50.0564
2018,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,49.46287
2019,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,48.87155
2020,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,48.28243
2021,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,47.69551
2022,SP_ACS_BSRVH2O,,,R,,,,,,,,2023-09-12,,47.69551
2000,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,95.44966
2001,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,95.44966
2002,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,95.31554
2003,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,95.18138
2004,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,95.04718
2005,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.91295
2006,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.77868
2007,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.64437
2008,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.51003
2009,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.37565
2010,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.24124
2011,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,94.10679
2012,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.97231
2013,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.83779
2014,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.70323
2015,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.56864
2016,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.43401
2017,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.29934
2018,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.16464
2019,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,93.0299
2020,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,92.89513
2021,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,92.76032
2022,SP_ACS_BSRVH2O,,,U,,,,,,,,2023-09-12,,92.76032
2000,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.51701
2001,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.63278
2002,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.82097
2003,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.8626
2004,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.88169
2005,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,44.25559
2006,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,43.63137
2007,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,43.00932
2008,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,42.38918
2009,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,41.7712
2010,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,41.15517
2011,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,40.54131
2012,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,39.92942
2013,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,39.31972
2014,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,38.71709
2015,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,38.12065
2016,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,37.52919
2017,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,36.94167
2018,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,36.35716
2019,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,35.77434
2020,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,35.19236
2021,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,34.60995
2022,SP_ACS_BSRVSAN,,,,,,,,,,,2023-09-12,,34.61786
2000,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,35.03067
2001,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,35.03067
2002,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,35.07657
2003,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,35.12247
2004,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,35.16837
2005,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.97712
2006,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.78525
2007,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.59276
2008,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.39966
2009,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.20593
2010,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,34.01159
2011,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,33.81663
2012,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,33.62105
2013,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,33.42486
2014,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,33.22804
2015,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,33.03061
2016,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,32.83256
2017,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,32.63389
2018,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,32.4346
2019,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,32.2347
2020,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,32.03417
2021,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,31.83303
2022,SP_ACS_BSRVSAN,,,R,,,,,,,,2023-09-12,,31.83303
2000,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,63.13167
2001,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,63.13167
2002,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,63.25179
2003,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,63.37192
2004,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,63.49204
2005,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,62.17873
2006,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,60.86001
2007,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,59.53587
2008,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,58.20632
2009,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,56.87136
2010,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,55.53098
2011,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,54.18519
2012,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,52.83398
2013,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,51.47736
2014,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,50.11533
2015,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,48.74788
2016,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,47.37502
2017,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,45.99674
2018,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,44.61305
2019,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,43.22395
2020,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,41.82944
2021,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,40.42951
2022,SP_ACS_BSRVSAN,,,U,,,,,,,,2023-09-12,,40.42951
2019,SP_DYN_MRBF15,F,Y20T24,,,,,,,,,2023-03-12,,5.418
2019,SP_DYN_MRBF18,F,Y20T24,,,,,,,,,2023-03-12,,33.658
2009,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2010,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2011,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
